"mech","type","skew","amount","mean","sd","median","iqr"
"MAR","MID","no",-0.0055,-0.0136,0.042,-0.0166,0.0656
"MAR","MID","yes",0.1037,0.0214,0.2929,-0.0014,0.011
"MAR","MID","diff",-0.1092,0.035,0.2509,0.0152,-0.0547
"MAR","TAIL","no",0.0047,0.0048,-0.049,0.0077,-0.0681
"MAR","TAIL","yes",0.1133,-0.021,-0.2773,-7e-04,-0.01
"MAR","TAIL","diff",-0.1086,-0.0258,-0.2284,-0.0084,0.0581
"MNAR","RIGHT","no",-0.0194,-0.4018,-0.0735,-0.4047,-0.1245
"MNAR","RIGHT","yes",0.0877,-0.0478,-0.8085,-0.0175,-0.0033
"MNAR","RIGHT","diff",-0.1071,0.354,-0.735,0.3872,0.1212
"MNAR","LEFT","no",0.0035,0.4031,-0.08,0.4054,-0.0992
"MNAR","LEFT","yes",0.1051,0.0484,0.4029,0.0126,-0.0016
"MNAR","LEFT","diff",-0.1017,-0.3547,0.4829,-0.3929,0.0977
"MNAR","MID","no",-0.0543,0.0058,0.1575,0.0385,0.3662
"MNAR","MID","yes",0.0758,0.0472,0.6631,-0.0048,0.0212
"MNAR","MID","diff",-0.1301,0.0413,0.5056,-0.0433,-0.345
"MNAR","TAIL","no",0.0402,-0.0044,-0.196,-0.0017,-0.2904
"MNAR","TAIL","yes",0.1479,-0.0489,-0.8813,-0.0013,-0.0023
"MNAR","TAIL","diff",-0.1078,-0.0445,-0.6854,4e-04,0.2882
"MCAR","MCAR","no",-0.0027,0.0155,-0.0158,0.0291,-0.0229
"MCAR","MCAR","yes",0.0752,0.0106,0.195,-0.0022,0.0062
"MCAR","MCAR","diff",-0.0779,-0.0049,0.2108,-0.0313,0.0291
"MCAR","MCAR","no",-0.0352,0.0017,0.0028,-0.0031,0
"MCAR","MCAR","yes",0.103,1e-04,0.009,8e-04,-0.0025
"MCAR","MCAR","diff",-0.1382,-0.0016,0.0061,0.0038,-0.0025
"MCAR","MCAR","no",-0.0081,-0.0063,-0.0091,-0.0036,-0.0067
"MCAR","MCAR","yes",0.099,0.0158,0.2198,-1e-04,0.0016
"MCAR","MCAR","diff",-0.1071,0.0221,0.2289,0.0035,0.0083
"MCAR","MCAR","no",0.0111,0.027,-0.01,0.023,0.0222
"MCAR","MCAR","yes",0.1142,-0.0094,-0.0938,-6e-04,0.0032
"MCAR","MCAR","diff",-0.1031,-0.0364,-0.0837,-0.0236,-0.019
"MAR","RIGHT","no",-0.0237,-0.241,-0.034,-0.2652,0.0125
"MAR","RIGHT","yes",0.1089,-0.0548,-0.3439,-0.0331,0.0026
"MAR","RIGHT","diff",-0.1326,0.1862,-0.3099,0.232,-0.0099
"MAR","LEFT","no",-0.0193,0.2027,-0.0192,0.2128,-0.0306
"MAR","LEFT","yes",0.1015,0.0576,0.3089,0.034,-0.0017
"MAR","LEFT","diff",-0.1208,-0.1451,0.3281,-0.1788,0.029
"MAR","MID","no",0.0094,-0.008,0.0288,-0.0037,0.0494
"MAR","MID","yes",0.1062,0.0293,0.3416,-4e-04,0.0132
"MAR","MID","diff",-0.0968,0.0373,0.3127,0.0033,-0.0362
"MAR","TAIL","no",-0.0234,-0.0094,-0.0552,0.0016,-0.0957
"MAR","TAIL","yes",0.105,-0.0195,-0.3533,-0.0019,-0.0135
"MAR","TAIL","diff",-0.1285,-0.0101,-0.2982,-0.0035,0.0822
"MNAR","RIGHT","no",0.0269,-0.4105,-0.0942,-0.4141,-0.1084
"MNAR","RIGHT","yes",0.1091,-0.0474,-0.835,-0.0109,-0.0036
"MNAR","RIGHT","diff",-0.0822,0.3631,-0.7408,0.4032,0.1047
"MNAR","LEFT","no",-0.0309,0.4095,-0.098,0.3971,-0.1173
"MNAR","LEFT","yes",0.1117,0.0527,0.4282,0.0099,-0.0046
"MNAR","LEFT","diff",-0.1426,-0.3568,0.5262,-0.3873,0.1126
"MNAR","MID","no",0.0099,-8e-04,0.1685,-0.0017,0.3903
"MNAR","MID","yes",0.0931,0.0547,0.6821,-0.0028,0.0119
"MNAR","MID","diff",-0.0833,0.0555,0.5136,-0.0011,-0.3785
"MNAR","TAIL","no",0.0084,-0.0132,-0.1933,-0.012,-0.283
"MNAR","TAIL","yes",0.1281,-0.042,-0.8693,0.0012,-0.0053
"MNAR","TAIL","diff",-0.1197,-0.0288,-0.676,0.0132,0.2777
"MCAR","MCAR","no",-0.0023,0.0074,0.0083,0.0055,9e-04
"MCAR","MCAR","yes",0.0956,-0.0015,-0.0441,-1e-04,-2e-04
"MCAR","MCAR","diff",-0.0979,-0.009,-0.0524,-0.0056,-0.0011
"MCAR","MCAR","no",0.0281,0.0117,0.0032,-0.0017,0.0117
"MCAR","MCAR","yes",0.1092,-0.0146,-0.2059,6e-04,-0.0012
"MCAR","MCAR","diff",-0.0811,-0.0263,-0.2091,0.0023,-0.0129
"MCAR","MCAR","no",0.0349,-0.0203,0.0084,-0.0144,-0.018
"MCAR","MCAR","yes",0.0933,0.0173,0.2205,0.0019,0.0045
"MCAR","MCAR","diff",-0.0585,0.0377,0.212,0.0163,0.0225
"MCAR","MCAR","no",-0.0041,0.0079,-0.0088,0.0023,-0.0078
"MCAR","MCAR","yes",0.0906,0.0099,0.1723,-0.002,-5e-04
"MCAR","MCAR","diff",-0.0947,0.002,0.1811,-0.0043,0.0072
"MAR","RIGHT","no",0.0192,-0.1939,-0.0108,-0.2034,-0.031
"MAR","RIGHT","yes",0.1079,-0.0645,-0.583,-0.0358,-0.0112
"MAR","RIGHT","diff",-0.0886,0.1295,-0.5722,0.1676,0.0198
"MAR","LEFT","no",-0.0063,0.1978,-0.0207,0.1874,-0.0186
"MAR","LEFT","yes",0.1036,0.0556,0.2857,0.0337,-7e-04
"MAR","LEFT","diff",-0.1098,-0.1422,0.3065,-0.1538,0.018
"MAR","MID","no",0.005,-0.0039,0.0338,-0.0047,0.042
"MAR","MID","yes",0.1013,0.0131,0.1391,0.0035,0.0071
"MAR","MID","diff",-0.0962,0.017,0.1053,0.0082,-0.0348
"MAR","TAIL","no",-0.0129,0.0098,-0.0601,0.0169,-0.0662
"MAR","TAIL","yes",0.1066,-0.0071,-0.1336,0.0023,-0.0103
"MAR","TAIL","diff",-0.1195,-0.0169,-0.0735,-0.0146,0.0559
"MNAR","RIGHT","no",0.0011,-0.4188,-0.089,-0.4145,-0.1231
"MNAR","RIGHT","yes",0.1006,-0.046,-0.8296,-0.0115,-0.004
"MNAR","RIGHT","diff",-0.0995,0.3729,-0.7406,0.4029,0.1191
"MNAR","LEFT","no",0.0096,0.4121,-0.097,0.4217,-0.1364
"MNAR","LEFT","yes",0.0977,0.0522,0.409,0.021,-0.0064
"MNAR","LEFT","diff",-0.088,-0.3599,0.506,-0.4006,0.13
"MNAR","MID","no",0.016,0.0223,0.1596,0.0367,0.3678
"MNAR","MID","yes",0.1032,0.0564,0.676,-0.006,0.0099
"MNAR","MID","diff",-0.0871,0.0341,0.5164,-0.0427,-0.3579
"MNAR","TAIL","no",0.0286,0.0088,-0.2066,0.0194,-0.3166
"MNAR","TAIL","yes",0.117,-0.036,-0.8498,0.0036,-0.0057
"MNAR","TAIL","diff",-0.0884,-0.0448,-0.6431,-0.0158,0.3109
"MCAR","MCAR","no",0.0129,0.0057,0.0051,0.0042,0.0119
"MCAR","MCAR","yes",0.1025,0.0086,0.0844,0.001,0.0043
"MCAR","MCAR","diff",-0.0896,0.0029,0.0792,-0.0032,-0.0076
"MCAR","MCAR","no",-0.0098,-0.0112,-0.0094,-0.0265,-0.0276
"MCAR","MCAR","yes",0.1223,-0.006,-0.058,-0.0015,0.0024
"MCAR","MCAR","diff",-0.132,0.0052,-0.0486,0.025,0.03
"MCAR","MCAR","no",-0.0224,8e-04,-0.0039,-0.0025,-0.0042
"MCAR","MCAR","yes",0.0921,0.0154,0.1956,0.0018,-0.0035
"MCAR","MCAR","diff",-0.1144,0.0145,0.1995,0.0043,6e-04
"MCAR","MCAR","no",-0.0159,-0.0052,0.0063,6e-04,0.0038
"MCAR","MCAR","yes",0.0834,0.0017,0.0426,-0.0035,0.0053
"MCAR","MCAR","diff",-0.0993,0.0069,0.0363,-0.004,0.0015
"MAR","RIGHT","no",0.0068,-0.1943,-0.016,-0.2043,-0.023
"MAR","RIGHT","yes",0.1016,-0.0393,-0.0874,-0.0329,-0.0039
"MAR","RIGHT","diff",-0.0948,0.1549,-0.0714,0.1715,0.019
"MAR","LEFT","no",-0.0348,0.2004,-0.0196,0.192,-0.0182
"MAR","LEFT","yes",0.068,0.0581,0.1792,0.0463,-0.0108
"MAR","LEFT","diff",-0.1028,-0.1424,0.1987,-0.1457,0.0074
"MAR","MID","no",-0.009,-0.0086,0.042,0.0053,0.0713
"MAR","MID","yes",0.1073,0.0165,0.1928,8e-04,0.0102
"MAR","MID","diff",-0.1163,0.0251,0.1508,-0.0044,-0.0611
"MAR","TAIL","no",0.0068,0.0098,-0.0502,-0.0017,-0.0784
"MAR","TAIL","yes",0.1314,-0.0293,-0.3577,-0.0014,-0.0089
"MAR","TAIL","diff",-0.1246,-0.0391,-0.3075,3e-04,0.0695
"MNAR","RIGHT","no",-0.0061,-0.423,-0.0877,-0.4245,-0.0974
"MNAR","RIGHT","yes",0.1263,-0.0507,-0.865,-0.0072,-7e-04
"MNAR","RIGHT","diff",-0.1324,0.3723,-0.7773,0.4172,0.0967
"MNAR","LEFT","no",0.0162,0.43,-0.0938,0.44,-0.1652
"MNAR","LEFT","yes",0.0846,0.0485,0.4105,0.0224,-0.0034
"MNAR","LEFT","diff",-0.0684,-0.3814,0.5042,-0.4176,0.1618
"MNAR","MID","no",0.0034,-8e-04,0.1563,0.0092,0.3821
"MNAR","MID","yes",0.092,0.0605,0.6953,-0.0013,0.0215
"MNAR","MID","diff",-0.0886,0.0613,0.539,-0.0105,-0.3606
"MNAR","TAIL","no",-0.0022,-0.0219,-0.188,-0.0262,-0.319
"MNAR","TAIL","yes",0.1083,-0.0349,-0.8464,0.0033,-0.0083
"MNAR","TAIL","diff",-0.1105,-0.013,-0.6585,0.0295,0.3107
"MCAR","MCAR","no",0.0097,0.0189,-0.003,0.0046,-0.0083
"MCAR","MCAR","yes",0.0834,0.0057,0.0977,2e-04,-0.0037
"MCAR","MCAR","diff",-0.0737,-0.0132,0.1007,-0.0044,0.0047
"MCAR","MCAR","no",-0.0476,0.0074,4e-04,-0.0019,0.0045
"MCAR","MCAR","yes",0.0922,-0.0063,-0.0985,-0.002,-0.0019
"MCAR","MCAR","diff",-0.1398,-0.0138,-0.0988,-1e-04,-0.0063
"MCAR","MCAR","no",-0.0148,0.0047,-0.0063,0.0091,-0.001
"MCAR","MCAR","yes",0.1317,-0.015,-0.1789,2e-04,-0.002
"MCAR","MCAR","diff",-0.1466,-0.0197,-0.1726,-0.009,-0.001
"MCAR","MCAR","no",-0.0121,0.0051,0.0097,-0.0092,8e-04
"MCAR","MCAR","yes",0.1146,-0.0063,-0.1343,0.0032,-0.0017
"MCAR","MCAR","diff",-0.1266,-0.0114,-0.1441,0.0125,-0.0025
"MAR","RIGHT","no",0.0153,-0.2102,-0.0359,-0.2073,-0.0514
"MAR","RIGHT","yes",0.1072,-0.0625,-0.5767,-0.0337,-0.0077
"MAR","RIGHT","diff",-0.0919,0.1477,-0.5408,0.1736,0.0437
"MAR","LEFT","no",0.0248,0.2069,-0.0226,0.2109,4e-04
"MAR","LEFT","yes",0.1005,0.0642,0.3327,0.0393,-0.0021
"MAR","LEFT","diff",-0.0757,-0.1427,0.3553,-0.1716,-0.0025
"MAR","MID","no",-0.0098,-0.0078,0.0298,-0.0089,0.0439
"MAR","MID","yes",0.0896,0.0061,0.0872,3e-04,0.0099
"MAR","MID","diff",-0.0995,0.0139,0.0573,0.0092,-0.034
"MAR","TAIL","no",-0.0481,-0.0161,-0.025,-0.023,-0.0361
"MAR","TAIL","yes",0.0922,-0.024,-0.4208,-0.0024,-0.0091
"MAR","TAIL","diff",-0.1403,-0.0079,-0.3957,0.0206,0.027
"MNAR","RIGHT","no",0.0429,-0.3895,-0.0921,-0.3552,-0.1351
"MNAR","RIGHT","yes",0.1077,-0.0474,-0.8304,-0.0108,4e-04
"MNAR","RIGHT","diff",-0.0648,0.3421,-0.7382,0.3443,0.1355
"MNAR","LEFT","no",0.0042,0.4188,-0.0893,0.4124,-0.1409
"MNAR","LEFT","yes",0.1169,0.0505,0.4185,0.0094,0.0012
"MNAR","LEFT","diff",-0.1127,-0.3683,0.5078,-0.403,0.1421
"MNAR","MID","no",-0.0394,0.0125,0.1637,0.0263,0.365
"MNAR","MID","yes",0.1066,0.0654,0.6874,-0.0075,0.0085
"MNAR","MID","diff",-0.146,0.053,0.5237,-0.0338,-0.3565
"MNAR","TAIL","no",-0.0141,-0.0182,-0.1914,-0.0115,-0.2971
"MNAR","TAIL","yes",0.0934,-0.0301,-0.8265,0.0028,-0.0065
"MNAR","TAIL","diff",-0.1076,-0.0119,-0.6351,0.0143,0.2906
"MCAR","MCAR","no",-0.0189,-0.0015,0.0049,-0.015,-0.01
"MCAR","MCAR","yes",0.1057,-8e-04,0.0048,-1e-04,0.0029
"MCAR","MCAR","diff",-0.1245,7e-04,-1e-04,0.0149,0.0129
"MCAR","MCAR","no",-0.0294,0.0077,-1e-04,0.0128,-0.0011
"MCAR","MCAR","yes",0.0954,-0.0055,-0.1025,7e-04,0.0023
"MCAR","MCAR","diff",-0.1248,-0.0133,-0.1024,-0.012,0.0034
"MCAR","MCAR","no",0.0083,-0.0207,0.002,-0.0171,-0.0034
"MCAR","MCAR","yes",0.1101,0.0049,0.0592,-0.0017,-0.0029
"MCAR","MCAR","diff",-0.1017,0.0256,0.0573,0.0153,5e-04
"MCAR","MCAR","no",-0.0031,0.0013,-0.0084,-0.0127,-0.0123
"MCAR","MCAR","yes",0.0999,-0.0042,-0.0953,-0.0015,-0.0025
"MCAR","MCAR","diff",-0.103,-0.0055,-0.0869,0.0112,0.0098
"MAR","RIGHT","no",0.0088,-0.1961,-0.0208,-0.1826,-0.0421
"MAR","RIGHT","yes",0.093,-0.0551,-0.3199,-0.038,-0.0044
"MAR","RIGHT","diff",-0.0842,0.141,-0.2991,0.1446,0.0376
"MAR","LEFT","no",-0.0281,0.2122,-0.024,0.2041,-0.0237
"MAR","LEFT","yes",0.1042,0.0498,0.1875,0.0342,-0.0069
"MAR","LEFT","diff",-0.1324,-0.1624,0.2115,-0.17,0.0168
"MAR","MID","no",0.0014,0.0016,0.0382,0.005,0.0539
"MAR","MID","yes",0.0916,8e-04,0.0132,-0.0014,0.0135
"MAR","MID","diff",-0.0902,-8e-04,-0.025,-0.0065,-0.0404
"MAR","TAIL","no",0.0144,0.0163,-0.038,0.0045,-0.0323
"MAR","TAIL","yes",0.0844,-0.0197,-0.4739,0.0025,-0.0135
"MAR","TAIL","diff",-0.07,-0.036,-0.4359,-0.002,0.0188
"MNAR","RIGHT","no",0.0024,-0.4058,-0.0851,-0.4043,-0.1152
"MNAR","RIGHT","yes",0.0918,-0.046,-0.8161,-0.0158,-0.0026
"MNAR","RIGHT","diff",-0.0894,0.3597,-0.731,0.3885,0.1126
"MNAR","LEFT","no",0.0135,0.4205,-0.0943,0.4157,-0.1325
"MNAR","LEFT","yes",0.1147,0.0534,0.4292,0.0138,0.0026
"MNAR","LEFT","diff",-0.1012,-0.3671,0.5235,-0.4018,0.1352
"MNAR","MID","no",0.0163,-0.0102,0.1638,-0.0182,0.3898
"MNAR","MID","yes",0.1357,0.0828,0.6929,-0.0039,0.0056
"MNAR","MID","diff",-0.1195,0.093,0.5291,0.0143,-0.3842
"MNAR","TAIL","no",0.0032,-0.0036,-0.1899,-0.0042,-0.3225
"MNAR","TAIL","yes",0.1169,-0.039,-0.8547,-2e-04,-0.0066
"MNAR","TAIL","diff",-0.1136,-0.0355,-0.6647,0.004,0.3159
"MCAR","MCAR","no",-0.0282,0.0153,-0.0028,0.0174,-0.0093
"MCAR","MCAR","yes",0.0859,0.0075,0.1181,5e-04,8e-04
"MCAR","MCAR","diff",-0.1141,-0.0078,0.1209,-0.0169,0.0101
"MCAR","MCAR","no",0.0101,0.0053,0.0071,0.0097,-0.0066
"MCAR","MCAR","yes",0.1063,-0.0054,-0.0387,-0.0057,0.0021
"MCAR","MCAR","diff",-0.0962,-0.0107,-0.0458,-0.0154,0.0087
"MCAR","MCAR","no",-0.0463,-0.0097,-0.0028,-0.0063,0.0042
"MCAR","MCAR","yes",0.1013,0.006,0.0589,0.0025,-0.0033
"MCAR","MCAR","diff",-0.1475,0.0157,0.0617,0.0088,-0.0076
"MCAR","MCAR","no",0.0011,0.0052,-0.0028,0.0038,0.006
"MCAR","MCAR","yes",0.1127,0.0016,0.0278,0.001,0.0017
"MCAR","MCAR","diff",-0.1116,-0.0036,0.0307,-0.0028,-0.0044
"MAR","RIGHT","no",0.0043,-0.219,-0.0311,-0.2155,-0.0494
"MAR","RIGHT","yes",0.0921,-0.0476,-0.2048,-0.0343,-0.0042
"MAR","RIGHT","diff",-0.0878,0.1714,-0.1738,0.1812,0.0451
"MAR","LEFT","no",0.0057,0.2035,-0.0347,0.1938,-0.0521
"MAR","LEFT","yes",0.0969,0.0635,0.3381,0.0344,-0.0016
"MAR","LEFT","diff",-0.0913,-0.14,0.3728,-0.1594,0.0505
"MAR","MID","no",-0.0039,0.0134,0.0481,0.0203,0.0792
"MAR","MID","yes",0.104,-0.0029,-0.068,-0.0012,0.0085
"MAR","MID","diff",-0.1079,-0.0163,-0.1161,-0.0216,-0.0707
"MAR","TAIL","no",-0.0118,-0.008,-0.0354,-0.0053,-0.034
"MAR","TAIL","yes",0.1068,-0.0163,-0.2276,-6e-04,-0.0098
"MAR","TAIL","diff",-0.1186,-0.0084,-0.1922,0.0047,0.0242
"MNAR","RIGHT","no",-0.0052,-0.4107,-0.083,-0.4054,-0.1073
"MNAR","RIGHT","yes",0.133,-0.0544,-0.8707,-0.0089,4e-04
"MNAR","RIGHT","diff",-0.1382,0.3562,-0.7877,0.3965,0.1077
"MNAR","LEFT","no",-0.0455,0.4145,-0.0901,0.403,-0.1293
"MNAR","LEFT","yes",0.0879,0.0486,0.4098,0.0145,9e-04
"MNAR","LEFT","diff",-0.1334,-0.3659,0.4999,-0.3885,0.1302
"MNAR","MID","no",-0.0214,0.0016,0.1623,-0.0114,0.362
"MNAR","MID","yes",0.0922,0.0601,0.6857,-0.0052,0.0197
"MNAR","MID","diff",-0.1136,0.0585,0.5234,0.0062,-0.3423
"MNAR","TAIL","no",0.0187,-0.0035,-0.1862,0.0018,-0.2913
"MNAR","TAIL","yes",0.1295,-0.04,-0.8702,0.0033,-0.0062
"MNAR","TAIL","diff",-0.1107,-0.0366,-0.684,0.0014,0.2851
"MCAR","MCAR","no",0.0011,-0.0019,4e-04,-0.005,-0.0072
"MCAR","MCAR","yes",0.1087,-0.005,-0.038,0.001,-0.0011
"MCAR","MCAR","diff",-0.1076,-0.0031,-0.0384,0.006,0.006
"MCAR","MCAR","no",-0.0316,0.0017,0.0026,-0.0101,-0.0135
"MCAR","MCAR","yes",0.0903,0.0086,0.1229,-0.0015,0.0063
"MCAR","MCAR","diff",-0.1219,0.0069,0.1203,0.0086,0.0198
"MCAR","MCAR","no",-0.012,-0.0022,7e-04,0.0079,0.023
"MCAR","MCAR","yes",0.1183,0.0138,0.1714,-0.0026,0.0039
"MCAR","MCAR","diff",-0.1303,0.016,0.1708,-0.0105,-0.0191
"MCAR","MCAR","no",-0.0303,0.0117,0.0087,0.017,-0.0029
"MCAR","MCAR","yes",0.0905,-0.0085,-0.1564,0.0019,0.0012
"MCAR","MCAR","diff",-0.1208,-0.0202,-0.1651,-0.0151,0.004
"MAR","RIGHT","no",-0.0116,-0.2009,0.0071,-0.1959,-0.005
"MAR","RIGHT","yes",0.0843,-0.0565,-0.3162,-0.0396,-0.0073
"MAR","RIGHT","diff",-0.0958,0.1444,-0.3233,0.1563,-0.0023
"MAR","LEFT","no",-0.0282,0.1817,-0.0188,0.1949,-0.0379
"MAR","LEFT","yes",0.0809,0.0563,0.234,0.0425,-0.0068
"MAR","LEFT","diff",-0.1092,-0.1253,0.2528,-0.1524,0.0311
"MAR","MID","no",-0.0431,-0.0221,0.0336,-0.0326,0.0492
"MAR","MID","yes",0.1281,0.0237,0.2341,9e-04,0.0053
"MAR","MID","diff",-0.1712,0.0458,0.2005,0.0335,-0.0439
"MAR","TAIL","no",-0.0138,-0.0053,-0.04,-0.0023,-0.0628
"MAR","TAIL","yes",0.1105,-0.0248,-0.3606,-0.0021,-0.0059
"MAR","TAIL","diff",-0.1243,-0.0195,-0.3207,3e-04,0.0569
"MNAR","RIGHT","no",-0.0028,-0.3988,-0.0906,-0.3944,-0.1566
"MNAR","RIGHT","yes",0.1197,-0.0534,-0.8553,-0.0122,-0.0011
"MNAR","RIGHT","diff",-0.1224,0.3454,-0.7647,0.3822,0.1555
"MNAR","LEFT","no",0.0207,0.4226,-0.0929,0.4231,-0.1585
"MNAR","LEFT","yes",0.1192,0.0514,0.4223,0.0108,0.0025
"MNAR","LEFT","diff",-0.0986,-0.3712,0.5152,-0.4123,0.161
"MNAR","MID","no",0.0178,-0.0036,0.1646,-0.019,0.3821
"MNAR","MID","yes",0.0899,0.0551,0.6752,-0.0019,0.016
"MNAR","MID","diff",-0.0721,0.0587,0.5106,0.0171,-0.3661
"MNAR","TAIL","no",0.0443,0.0113,-0.1951,0.018,-0.3049
"MNAR","TAIL","yes",0.1039,-0.0338,-0.8262,-7e-04,-0.0056
"MNAR","TAIL","diff",-0.0596,-0.0451,-0.6311,-0.0187,0.2993
"MCAR","MCAR","no",0.0015,-0.011,-0.0039,0.0014,-0.0058
"MCAR","MCAR","yes",0.0915,0.0267,0.3367,0.0028,9e-04
"MCAR","MCAR","diff",-0.0901,0.0377,0.3406,0.0014,0.0067
"MCAR","MCAR","no",-0.0229,-0.0019,-0.0012,0.0115,0.0041
"MCAR","MCAR","yes",0.0819,-0.0046,-0.0306,-0.0043,2e-04
"MCAR","MCAR","diff",-0.1048,-0.0027,-0.0294,-0.0159,-0.004
"MCAR","MCAR","no",-0.0054,-0.0212,-0.0062,-0.0207,0.0111
"MCAR","MCAR","yes",0.1155,-0.0038,-0.0763,0.0012,0.0028
"MCAR","MCAR","diff",-0.1209,0.0174,-0.0702,0.0218,-0.0083
"MCAR","MCAR","no",-0.0186,-0.0083,0.003,-0.008,0
"MCAR","MCAR","yes",0.0878,-0.0051,-0.1129,0,-0.004
"MCAR","MCAR","diff",-0.1064,0.0033,-0.116,0.0081,-0.004
"MAR","RIGHT","no",-0.0139,-0.2132,-0.0291,-0.2251,-0.0251
"MAR","RIGHT","yes",0.118,-0.065,-0.6324,-0.0314,-0.0025
"MAR","RIGHT","diff",-0.1319,0.1482,-0.6034,0.1937,0.0226
"MAR","LEFT","no",0.0267,0.2063,-0.02,0.2116,-0.026
"MAR","LEFT","yes",0.1339,0.0519,0.2293,0.0288,-0.0055
"MAR","LEFT","diff",-0.1073,-0.1544,0.2494,-0.1828,0.0205
"MAR","MID","no",-0.0356,-0.0016,0.0468,-0.0014,0.0474
"MAR","MID","yes",0.1258,0.0125,0.1396,-0.0019,0.009
"MAR","MID","diff",-0.1613,0.0141,0.0928,-5e-04,-0.0384
"MAR","TAIL","no",-0.0077,-6e-04,-0.0437,-0.0045,-0.0378
"MAR","TAIL","yes",0.0946,-0.0051,-0.0232,-0.0025,-0.0125
"MAR","TAIL","diff",-0.1023,-0.0045,0.0205,0.002,0.0253
"MNAR","RIGHT","no",0.0106,-0.4226,-0.0947,-0.4335,-0.1198
"MNAR","RIGHT","yes",0.1099,-0.0463,-0.8456,-0.0125,-0.0013
"MNAR","RIGHT","diff",-0.0993,0.3763,-0.7509,0.4211,0.1185
"MNAR","LEFT","no",0.0052,0.4188,-0.0887,0.3945,-0.1372
"MNAR","LEFT","yes",0.1055,0.0497,0.4165,0.0142,0.0011
"MNAR","LEFT","diff",-0.1003,-0.3691,0.5052,-0.3802,0.1383
"MNAR","MID","no",-0.0117,-0.0124,0.1645,-0.0164,0.3955
"MNAR","MID","yes",0.1068,0.0635,0.6554,-0.0034,0.0177
"MNAR","MID","diff",-0.1185,0.0759,0.4909,0.013,-0.3778
"MNAR","TAIL","no",-0.0132,-0.0105,-0.1953,-0.0129,-0.2921
"MNAR","TAIL","yes",0.0786,-0.0284,-0.7985,3e-04,-0.007
"MNAR","TAIL","diff",-0.0918,-0.018,-0.6032,0.0131,0.2852
"MCAR","MCAR","no",-0.04,-0.012,-0.0148,-0.015,-0.0304
"MCAR","MCAR","yes",0.0935,-0.0071,-0.0786,-0.0027,0.0054
"MCAR","MCAR","diff",-0.1335,0.0049,-0.0638,0.0123,0.0359
"MCAR","MCAR","no",-0.0193,0.0114,-0.002,0.0184,0.0041
"MCAR","MCAR","yes",0.1276,-0.0023,-0.0072,-0.0016,0.0035
"MCAR","MCAR","diff",-0.1469,-0.0137,-0.0051,-0.0201,-6e-04
"MCAR","MCAR","no",0.0024,-0.0077,6e-04,0.0023,0.0023
"MCAR","MCAR","yes",0.1008,0.0123,0.1503,0.0013,-4e-04
"MCAR","MCAR","diff",-0.0984,0.02,0.1497,-0.001,-0.0027
"MCAR","MCAR","no",0.0039,0.0057,0.0142,0.0168,0.0273
"MCAR","MCAR","yes",0.1405,0.0116,0.1045,0.0017,0.0013
"MCAR","MCAR","diff",-0.1367,0.0059,0.0903,-0.0151,-0.026
"MAR","RIGHT","no",0.0115,-0.2055,-0.0181,-0.2054,-0.0193
"MAR","RIGHT","yes",0.1104,-0.0522,-0.3507,-0.0315,-0.0062
"MAR","RIGHT","diff",-0.0989,0.1534,-0.3326,0.1738,0.0132
"MAR","LEFT","no",-0.0343,0.2097,-0.0158,0.2104,-0.0171
"MAR","LEFT","yes",0.0945,0.0483,0.1558,0.0364,-0.009
"MAR","LEFT","diff",-0.1288,-0.1615,0.1716,-0.174,0.0081
"MAR","MID","no",9e-04,-0.0119,0.0316,-0.0105,0.0603
"MAR","MID","yes",0.0815,0.007,0.1378,0.0018,0.0157
"MAR","MID","diff",-0.0807,0.0188,0.1063,0.0122,-0.0447
"MAR","TAIL","no",0.0305,-0.0125,-0.0415,-0.0249,-0.0551
"MAR","TAIL","yes",0.1344,-0.0193,-0.2005,-0.0021,-0.0085
"MAR","TAIL","diff",-0.104,-0.0068,-0.159,0.0228,0.0466
"MNAR","RIGHT","no",-0.0077,-0.4095,-0.0844,-0.4116,-0.1194
"MNAR","RIGHT","yes",0.0946,-0.0479,-0.8215,-0.0168,-0.0019
"MNAR","RIGHT","diff",-0.1023,0.3616,-0.7371,0.3948,0.1175
"MNAR","LEFT","no",0.0117,0.409,-0.0906,0.4053,-0.1347
"MNAR","LEFT","yes",0.1065,0.0477,0.4122,0.0112,-0.0059
"MNAR","LEFT","diff",-0.0948,-0.3612,0.5028,-0.3941,0.1288
"MNAR","MID","no",-0.0106,-0.0041,0.1749,9e-04,0.3955
"MNAR","MID","yes",0.0793,0.0511,0.6712,-0.0014,0.0224
"MNAR","MID","diff",-0.0899,0.0551,0.4963,-0.0023,-0.3731
"MNAR","TAIL","no",-0.0274,0.0028,-0.2084,0.0025,-0.3023
"MNAR","TAIL","yes",0.1123,-0.0381,-0.8579,0.0022,-0.0048
"MNAR","TAIL","diff",-0.1397,-0.0409,-0.6495,-3e-04,0.2974
"MCAR","MCAR","no",0.0157,0.0052,-0.0086,0.0088,-0.0065
"MCAR","MCAR","yes",0.1223,-0.0083,-0.1058,-8e-04,0.0028
"MCAR","MCAR","diff",-0.1066,-0.0135,-0.0972,-0.0096,0.0093
"MCAR","MCAR","no",0.0135,-0.0045,0.0026,-0.0043,0.0149
"MCAR","MCAR","yes",0.1067,0.015,0.18,5e-04,-0.001
